timestamp,flow,pressure,frequency,power,current,temp,humidity,status,mode
2025-11-06 14:58:50.636835,273.40716530400925,7.145740036404815,46.78995881170876,83.9088692131293,12.657917139644391,21.920432321275943,39.749035324934376,1,auto
2025-11-06 14:59:50.636835,262.4695769244974,7.203181418024598,46.07004734562704,85.10704576966202,12.775708473030702,22.067572758713798,39.11270023180352,1,auto
2025-11-06 15:00:50.636835,264.80876175906553,7.256089426855299,45.864382525374545,80.5503957603508,11.877941175721869,21.44200242184439,40.4961864858675,1,auto
2025-11-06 15:01:50.636835,266.52831263381825,7.2742592404737385,46.14991394943345,78.40306498067866,11.96577472268208,21.32699331831118,39.61733866042919,1,auto
2025-11-06 15:02:50.636835,260.3928623991622,7.169617330491523,45.25421683798374,79.96199299882352,12.402410744860642,21.344070340635596,39.0472931752564,1,auto
2025-11-06 15:03:50.636835,264.19523069329705,7.240234577685472,45.86803649036411,88.35152329411302,12.431379629610257,21.53257133023779,40.53794851292086,1,auto
2025-11-06 15:04:50.636835,264.02855805377783,7.316162413673081,46.226080910391744,82.10275983722295,12.381432294121428,21.473213805779928,39.9100399804776,1,auto
2025-11-06 15:05:50.636835,255.1081803652851,7.2430281929746805,45.5040008290471,80.61413424824666,12.965346905723075,21.694697503610332,40.39944734856713,1,auto
2025-11-06 15:06:50.636835,268.8195714777031,7.219555830157939,46.20029776303393,84.12340462373432,12.897922951757842,21.476981170616494,39.98968407558733,1,auto
2025-11-06 15:07:50.636835,266.58394408547775,7.26547819120667,45.84992277274121,82.28289312528007,12.59969272490626,21.41592015589775,39.47444543828019,1,auto
2025-11-06 15:08:50.636835,260.3051700492077,7.261275052389291,45.982218442217224,82.41113585745245,12.338640293372507,21.218488032530693,38.9436950725678,1,auto
2025-11-06 15:09:50.636835,262.4261332222371,7.238932028482321,45.93453364481103,82.55376343817177,12.588861554502643,21.29179353690052,40.45156390667562,1,auto
2025-11-06 15:10:50.636835,265.66263003047754,7.208133161244687,46.04211481263066,87.09513924339012,12.686869599244643,21.510286866930542,39.080510597335845,1,auto
2025-11-06 15:11:50.636835,261.68231154970016,7.213687906906828,46.06732545939747,84.5712355800953,12.507863662657359,21.500652887609778,41.01433510028752,1,auto
2025-11-06 15:12:50.636835,261.62901333276756,7.2394251279588,46.205371087600746,82.70569016785741,12.818237804063363,21.75901800011364,40.24805110375547,1,auto
2025-11-06 15:13:50.636835,255.43092418446108,7.207445632505082,45.78583361223535,82.32340331728071,12.088018904890212,21.320182510019766,39.962967805569754,1,auto
2025-11-06 15:14:50.636835,265.3251155200093,7.3015676166434496,45.68149963065018,84.12003159187047,12.846887288324007,21.565570229399636,39.1954627955154,1,auto
2025-11-06 15:15:50.636835,263.0274141524863,7.27956123916729,46.0135204334103,80.28542336496523,12.327609316402263,21.42652084354227,41.62497531862394,1,auto
2025-11-06 15:16:50.636835,263.63682060766126,7.289297277906285,46.01131736966504,84.81606941598811,12.813388699623083,21.041069933514905,39.73789112245103,1,auto
2025-11-06 15:17:50.636835,254.48912812144832,7.3362993483708445,45.35805679906034,79.47941731702525,12.361973534182967,21.218048716504562,40.540053381809564,1,auto
2025-11-06 15:18:50.636835,270.23320017593085,7.313872471101923,45.903109524894745,85.48418355527126,12.453349128925103,21.49092596026182,39.36421331834242,1,auto
2025-11-06 15:19:50.636835,262.61005418815535,7.305822982792154,45.83443958552084,82.65961465383852,12.349192568084925,21.372306429304707,41.14999434846318,1,auto
2025-11-06 15:20:50.636835,259.76207812761913,7.25345891981121,45.74021778398829,83.62630439907782,12.566047644782016,21.312997002686565,40.42731227374572,1,auto
2025-11-06 15:21:50.636835,271.70326950013254,7.225254306085443,46.271176617203615,87.04942533785972,12.688006778184779,21.65490309111352,41.03125611867498,1,auto
2025-11-06 15:22:50.636835,261.19184068131074,7.349938672068047,45.710969337214316,83.27586687483796,13.116198369562099,21.399158990547612,40.8267278340418,1,auto
2025-11-06 15:23:50.636835,254.02697430015783,7.201198470555429,45.5977776512071,79.70194452080817,12.71909038156557,21.49745856753417,39.885035170229976,1,auto
2025-11-06 15:24:50.636835,259.116562650013,7.20390521425351,45.83170417675519,81.05674330641043,12.428989621370649,21.589461645370143,39.1456363731608,1,auto
2025-11-06 15:25:50.636835,249.5642003354973,7.19140447955335,45.32712819000016,80.91068866154463,12.186192699092283,21.353866400199607,40.07664431495635,1,auto
2025-11-06 15:26:50.636835,266.1165749040956,7.2456470138172735,46.133539348117786,82.25361675910354,12.493071795856599,21.567169783846353,39.381772171068796,1,auto
2025-11-06 15:27:50.636835,258.65178186336266,7.255786496111568,45.63618951985097,80.8277605165768,12.547665176004113,21.249933355895934,39.65114921635788,1,auto
2025-11-06 15:28:50.636835,256.886694693641,7.286358587834533,45.36739937732925,81.00397665567482,12.091588607862354,21.193478335307372,41.7016147918942,1,auto
2025-11-06 15:29:50.636835,265.8278719706853,7.223615091305139,46.043166519568096,82.31383343110924,12.477200886410769,21.656479700585063,40.950856192819835,1,auto
2025-11-06 15:30:50.636835,252.07695503840907,7.14815395049897,45.66221895951956,81.3324418609368,12.708637392192927,21.693460495834824,40.35334211073399,1,auto
2025-11-06 15:31:50.636835,262.87704665489935,7.2507858766069395,46.4640938167367,81.53874436983732,12.358556845085864,21.582832390849386,40.697049302372285,1,auto
2025-11-06 15:32:50.636835,249.74615048202946,7.283557050913405,44.96631098546515,80.00411859154552,12.080780243204845,21.296083679737926,40.931777080347246,1,auto
2025-11-06 15:33:50.636835,256.6265126671129,7.236446761015262,45.56973744559673,79.72831515553007,12.552561226383274,21.376058644318075,40.27405749921552,1,auto
2025-11-06 15:34:50.636835,253.7860577411405,7.228183809426321,45.380267812328654,77.15373373068628,12.649221859751805,21.261441610245434,40.000462185006405,1,auto
